Date,Open,High,Low,Close,Volume
01/30/2025,"1,963.00","2,008.85","1,952.00","1,993.80","122,520"
01/29/2025,"2,003.90","2,035.05","1,994.95","2,003.05","36,370"
01/28/2025,"2,035.35","2,043.45","1,964.90","2,000.85","17,253"
01/27/2025,"2,057.25","2,075.40","1,981.60","1,996.85","51,254"
01/24/2025,"2,062.00","2,066.30","2,034.30","2,057.75","23,750"
01/23/2025,"1,998.35","2,053.85","1,985.55","2,045.75","9,895"
01/22/2025,"2,018.70","2,024.95","1,970.05","1,998.30","6,799"
01/21/2025,"2,010.35","2,061.00","2,010.00","2,017.60","19,838"
01/20/2025,"2,023.15","2,023.15","1,982.00","2,009.45","3,430"
01/17/2025,"1,990.05","2,018.05","1,976.15","2,013.10","7,781"
01/16/2025,"2,010.00","2,054.00","1,985.35","1,987.45","12,297"
01/15/2025,"1,950.05","1,975.00","1,947.60","1,972.30","40,047"
01/14/2025,"1,860.65","1,949.55","1,860.65","1,947.20","36,160"
01/13/2025,"1,922.45","1,922.45","1,838.75","1,860.60","19,207"
01/10/2025,"1,973.85","1,973.85","1,925.00","1,931.40","11,387"
01/09/2025,"2,011.90","2,011.90","1,950.05","1,973.85","7,666"
01/08/2025,"2,039.15","2,039.15","2,004.20","2,007.45","3,378"
01/07/2025,"1,990.00","2,027.15","1,990.00","2,017.50","6,665"
01/06/2025,"2,096.05","2,096.05","1,979.00","1,983.85","15,287"
01/03/2025,"2,075.50","2,078.95","2,050.50","2,054.95","3,197"
01/02/2025,"2,040.05","2,080.25","2,040.05","2,068.90","4,446"
01/01/2025,"2,046.00","2,060.10","2,035.40","2,051.45","6,555"
12/31/2024,"2,055.00","2,070.00","2,035.55","2,053.55","9,038"
12/30/2024,"2,055.70","2,107.50","2,055.00","2,062.05","10,765"
12/27/2024,"2,098.85","2,101.00","2,059.00","2,066.65","4,573"
12/26/2024,"2,086.10","2,099.15","2,072.65","2,088.85","3,247"
12/24/2024,"2,100.00","2,107.10","2,073.80","2,079.35","5,598"
12/23/2024,"2,082.50","2,109.00","2,051.05","2,099.85","7,708"
12/20/2024,"2,101.55","2,133.15","2,055.00","2,064.45","12,631"
12/19/2024,"2,120.05","2,127.35","2,100.85","2,115.90","9,992"
12/18/2024,"2,199.95","2,199.95","2,139.00","2,141.95","14,781"
12/17/2024,"2,243.70","2,247.25","2,192.55","2,200.80","11,811"
12/16/2024,"2,236.00","2,269.00","2,236.00","2,246.55","9,645"
12/13/2024,"2,210.05","2,256.00","2,195.00","2,248.45","10,175"
12/12/2024,"2,259.00","2,264.75","2,225.95","2,230.85","13,580"
12/11/2024,"2,250.35","2,293.20","2,248.00","2,251.35","11,643"
12/10/2024,"2,280.95","2,280.95","2,238.90","2,249.65","3,512"
12/09/2024,"2,260.00","2,271.85","2,245.75","2,259.55","6,648"
12/06/2024,"2,275.00","2,278.20","2,254.20","2,258.85","2,395"
12/05/2024,"2,254.40","2,275.45","2,229.70","2,266.30","6,845"
12/04/2024,"2,324.95","2,324.95","2,235.70","2,239.45","17,478"
12/03/2024,"2,254.50","2,312.20","2,229.55","2,291.50","12,635"
12/02/2024,"2,217.05","2,247.05","2,213.80","2,234.35","15,166"
11/29/2024,"2,188.65","2,237.95","2,180.90","2,223.55","239,758"
11/28/2024,"2,201.05","2,226.30","2,183.75","2,188.65","9,294"
11/27/2024,"2,128.95","2,231.25","2,095.10","2,206.05","26,826"
11/26/2024,"2,162.95","2,162.95","2,113.50","2,115.95","5,078"
11/25/2024,"2,131.40","2,159.00","2,110.00","2,142.85","19,414"
11/22/2024,"1,985.95","2,117.55","1,985.95","2,090.00","21,677"
11/21/2024,"1,975.00","2,052.10","1,867.15","2,025.80","116,505"
11/19/2024,"2,198.85","2,230.40","2,172.00","2,185.05","4,623"
11/18/2024,"2,201.35","2,210.60","2,163.25","2,187.65","3,306"
11/14/2024,"2,165.40","2,214.30","2,165.40","2,187.55","3,400"
11/13/2024,"2,235.00","2,266.55","2,192.10","2,197.65","4,409"
11/12/2024,"2,251.00","2,291.45","2,251.00","2,262.15","3,513"
11/11/2024,"2,309.45","2,309.45","2,262.40","2,272.40","4,089"
11/08/2024,"2,330.00","2,333.45","2,281.55","2,288.60","2,136"
11/07/2024,"2,362.40","2,362.40","2,298.00","2,320.25","4,800"
11/06/2024,"2,332.00","2,365.95","2,320.00","2,359.30","10,035"
11/05/2024,"2,290.00","2,323.20","2,284.60","2,319.45","4,289"
11/04/2024,"2,316.85","2,332.70","2,276.00","2,289.15","7,213"
11/01/2024,"2,355.90","2,355.90","2,319.95","2,328.15","1,101"
10/31/2024,"2,337.65","2,338.85","2,291.50","2,319.80","5,019"
10/30/2024,"2,327.50","2,377.00","2,306.90","2,331.65","7,612"
10/29/2024,"2,298.00","2,331.35","2,275.00","2,327.50","4,968"
10/28/2024,"2,224.60","2,310.40","2,203.40","2,287.75","7,373"
10/25/2024,"2,230.05","2,260.60","2,190.00","2,236.40","13,120"
10/24/2024,"2,251.10","2,293.25","2,205.00","2,265.60","39,448"
10/23/2024,"2,250.55","2,288.25","2,232.00","2,257.10","8,513"
10/22/2024,"2,308.55","2,329.00","2,240.00","2,246.35","6,814"
10/21/2024,"2,299.00","2,320.00","2,282.00","2,301.00","12,227"
10/18/2024,"2,266.25","2,289.20","2,235.40","2,286.15","14,706"
10/17/2024,"2,301.05","2,318.40","2,257.40","2,266.25","15,342"
10/16/2024,"2,295.25","2,318.00","2,274.00","2,306.50","19,925"
10/15/2024,"2,327.55","2,330.20","2,290.80","2,295.20","16,459"
10/14/2024,"2,320.00","2,322.35","2,300.00","2,317.55","16,449"
10/11/2024,"2,330.90","2,332.45","2,300.00","2,313.60","10,985"
10/10/2024,"2,347.65","2,357.50","2,291.05","2,316.15","33,277"
10/09/2024,"2,407.05","2,407.05","2,334.40","2,340.10","30,814"
10/08/2024,"2,334.95","2,393.05","2,332.00","2,384.40","9,818"
10/07/2024,"2,435.05","2,449.95","2,312.45","2,349.85","53,480"
10/04/2024,"2,459.00","2,480.00","2,414.40","2,432.15","13,898"
10/03/2024,"2,482.30","2,516.30","2,430.15","2,459.25","10,577"
10/01/2024,"2,517.95","2,519.65","2,477.50","2,509.50","7,164"
09/30/2024,"2,490.20","2,545.00","2,470.00","2,512.70","52,781"
09/27/2024,"2,450.00","2,512.30","2,450.00","2,484.10","24,621"
09/26/2024,"2,451.05","2,475.80","2,428.05","2,472.45","14,617"
09/25/2024,"2,462.80","2,491.00","2,448.00","2,456.00","23,321"
09/24/2024,"2,489.90","2,510.00","2,454.60","2,468.20","71,255"
09/23/2024,"2,454.25","2,490.30","2,435.50","2,482.80","8,103"
09/20/2024,"2,445.00","2,454.30","2,413.75","2,442.90","16,141"
09/19/2024,"2,482.60","2,491.30","2,417.00","2,443.30","13,185"
09/18/2024,"2,493.50","2,522.00","2,456.25","2,477.45","5,092"
09/17/2024,"2,524.50","2,524.50","2,486.30","2,503.10","4,443"
09/16/2024,"2,524.35","2,532.25","2,501.80","2,511.95","4,789"
09/13/2024,"2,474.55","2,524.95","2,455.55","2,517.25","24,341"
09/12/2024,"2,430.10","2,475.00","2,423.25","2,467.05","5,445"
09/11/2024,"2,449.10","2,474.05","2,431.20","2,438.30","7,510"
09/10/2024,"2,458.25","2,465.00","2,434.30","2,443.00","11,062"
09/09/2024,"2,430.10","2,465.00","2,386.80","2,458.25","33,314"
09/06/2024,"2,420.00","2,446.25","2,367.05","2,429.85","73,324"
09/05/2024,"2,374.90","2,450.00","2,363.10","2,420.45","83,663"
09/04/2024,"2,302.35","2,356.15","2,302.35","2,348.75","6,514"
09/03/2024,"2,344.00","2,350.00","2,325.70","2,341.05","15,635"
09/02/2024,"2,349.65","2,349.65","2,323.30","2,336.50","7,779"
08/30/2024,"2,320.00","2,337.90","2,311.80","2,328.50","12,933"
08/29/2024,"2,349.00","2,349.00","2,286.80","2,310.40","18,732"
08/28/2024,"2,360.00","2,360.00","2,327.00","2,330.35","13,489"
08/27/2024,"2,351.20","2,356.55","2,335.90","2,348.65","5,207"
08/26/2024,"2,345.05","2,345.05","2,320.10","2,342.25","14,513"
08/23/2024,"2,360.10","2,378.70","2,312.80","2,324.30","34,115"
08/22/2024,"2,346.85","2,361.65","2,317.00","2,351.10","6,991"
08/21/2024,"2,320.05","2,342.00","2,316.60","2,324.80","10,579"
08/20/2024,"2,368.75","2,368.75","2,319.90","2,326.25","4,217"
08/19/2024,"2,358.40","2,358.40","2,329.30","2,347.30","7,247"
08/16/2024,"2,298.10","2,341.00","2,290.70","2,336.30","8,329"
08/14/2024,"2,304.85","2,320.95","2,267.85","2,281.90","9,515"
08/13/2024,"2,341.70","2,359.40","2,300.90","2,304.25","23,007"
08/12/2024,"2,311.10","2,338.00","2,293.80","2,314.50","14,113"
08/09/2024,"2,396.00","2,396.00","2,341.60","2,350.85","14,626"
08/08/2024,"2,397.80","2,397.80","2,352.65","2,358.45","14,333"
08/07/2024,"2,382.80","2,403.00","2,365.10","2,397.80","18,164"
08/06/2024,"2,385.95","2,427.45","2,337.00","2,342.35","15,025"
08/05/2024,"2,402.35","2,442.75","2,342.00","2,379.25","38,595"
08/02/2024,"2,488.00","2,488.00","2,433.00","2,436.10","37,805"
08/01/2024,"2,585.70","2,586.95","2,483.15","2,488.30","31,269"
07/31/2024,"2,575.15","2,610.65","2,571.00","2,589.60","19,329"
07/30/2024,"2,569.95","2,614.30","2,535.00","2,590.90","32,644"
07/29/2024,"2,665.90","2,691.95","2,590.00","2,603.75","36,491"
07/26/2024,"2,589.05","2,639.95","2,586.60","2,613.60","14,968"
07/25/2024,"2,620.05","2,620.05","2,572.10","2,580.10","38,447"
07/24/2024,"2,646.00","2,658.70","2,616.20","2,620.05","6,912"
07/23/2024,"2,642.00","2,701.30","2,559.25","2,643.60","29,225"
07/22/2024,"2,615.35","2,670.00","2,615.35","2,635.00","14,856"
07/19/2024,"2,692.30","2,692.30","2,598.00","2,622.05","5,611"
07/18/2024,"2,715.20","2,716.70","2,671.00","2,683.60","10,366"
07/16/2024,"2,696.15","2,743.45","2,696.15","2,715.20","8,136"
07/15/2024,"2,704.65","2,724.40","2,687.40","2,694.45","6,163"
07/12/2024,"2,677.95","2,711.95","2,664.00","2,685.80","3,966"
07/11/2024,"2,665.00","2,740.00","2,654.55","2,663.40","17,818"
07/10/2024,"2,709.25","2,709.25","2,586.75","2,652.25","17,252"
07/09/2024,"2,674.80","2,713.95","2,645.00","2,686.10","14,949"
07/08/2024,"2,677.95","2,709.00","2,666.40","2,674.80","7,606"
07/05/2024,"2,741.15","2,741.15","2,651.00","2,669.10","10,880"
07/04/2024,"2,773.20","2,781.05","2,676.85","2,723.80","16,136"
07/03/2024,"2,796.95","2,796.95","2,751.30","2,766.95","14,972"
07/02/2024,"2,760.00","2,843.00","2,721.55","2,770.30","63,797"
07/01/2024,"2,620.00","2,768.40","2,620.00","2,750.25","42,381"
06/28/2024,"2,649.95","2,649.95","2,611.70","2,617.75","11,650"
06/27/2024,"2,586.05","2,670.00","2,572.00","2,638.10","24,954"
06/26/2024,"2,589.95","2,654.95","2,566.85","2,589.45","18,291"
06/25/2024,"2,606.30","2,606.30","2,550.00","2,569.70","11,307"
06/24/2024,"2,588.35","2,595.00","2,518.55","2,588.40","15,542"
06/21/2024,"2,630.05","2,650.45","2,579.90","2,590.20","16,042"
06/20/2024,"2,629.00","2,640.00","2,612.00","2,623.80","5,561"
06/19/2024,"2,660.00","2,660.00","2,589.70","2,620.20","6,545"
06/18/2024,"2,699.95","2,699.95","2,647.90","2,650.90","5,703"
06/14/2024,"2,650.00","2,712.00","2,650.00","2,660.05","25,005"
06/13/2024,"2,644.65","2,644.65","2,612.00","2,634.50","10,451"
06/12/2024,"2,572.50","2,639.70","2,552.80","2,623.75","101,464"
06/11/2024,"2,563.00","2,572.40","2,544.55","2,563.45","11,089"
06/10/2024,"2,534.80","2,565.00","2,500.00","2,543.20","15,029"
06/07/2024,"2,469.90","2,506.95","2,452.15","2,496.90","18,748"
06/06/2024,"2,444.95","2,505.00","2,434.60","2,454.60","23,157"
06/05/2024,"2,366.85","2,424.70","2,234.35","2,402.45","33,605"
06/04/2024,"2,698.95","2,698.95","2,150.00","2,283.65","51,893"
06/03/2024,"2,717.40","2,717.40","2,604.20","2,677.45","23,214"
05/31/2024,"2,522.10","2,569.50","2,500.00","2,546.15","6,992"
05/30/2024,"2,535.00","2,546.00","2,486.20","2,495.80","4,890"
05/29/2024,"2,584.95","2,584.95","2,525.30","2,535.55","3,724"
05/28/2024,"2,593.95","2,593.95","2,553.05","2,570.00","3,519"
05/27/2024,"2,615.00","2,623.85","2,576.00","2,583.75","6,789"
05/24/2024,"2,624.85","2,662.45","2,600.00","2,608.80","24,168"
05/23/2024,"2,556.85","2,626.75","2,520.00","2,614.40","17,629"
05/22/2024,"2,544.95","2,546.45","2,495.55","2,541.65","6,869"
05/21/2024,"2,525.00","2,560.00","2,485.10","2,526.15","8,603"
05/17/2024,"2,499.95","2,530.45","2,488.40","2,521.35","8,540"
05/16/2024,"2,509.95","2,509.95","2,461.00","2,485.00","9,640"
05/15/2024,"2,480.45","2,502.15","2,453.00","2,489.30","11,798"
05/14/2024,"2,373.45","2,468.00","2,373.45","2,463.95","20,236"
05/13/2024,"2,370.25","2,377.40","2,332.15","2,366.30","11,698"
05/10/2024,"2,424.55","2,437.30","2,356.15","2,360.35","9,520"
05/09/2024,"2,449.75","2,453.80","2,403.05","2,412.70","14,242"
05/08/2024,"2,445.90","2,454.00","2,422.60","2,440.55","9,114"
05/07/2024,"2,490.00","2,516.00","2,423.00","2,437.15","27,419"
05/06/2024,"2,530.35","2,552.20","2,482.55","2,490.75","19,564"
